,,,,Irish Grid,,,,,
Donegal,2044,GLENVEAGH CASTLE,46,202130,420895,55.035,-7.967,1996,
Donegal,542,GREENCASTLE,53,264600,440800,55.206,-6.985,1948,
Donegal,1341,GWEEDORE (GEN.STN.),64,187600,422000,55.04,-8.19,1958,1997
Donegal,241,GWEEDORE (MEENACUING),84,188000,422100,55.041,-8.186,1948,1958
Donegal,141,GWEEDORE E.S.B.(CLADY),61,185200,422500,55.05,-8.226,1956,1958
Donegal,2441,GWEEDORE WEIR,61,185330,422430,55.043,-8.225,1997,
Donegal,441,Glenties_Hatchery,44,181510,393730,54.788,-8.286,1923,
Donegal,1443,ILLIES (POLLAN DAM WATERWORKS),152,241640,433925,55.151,-7.342,2002,
Donegal,2840,INVER,15,182600,378400,54.652,-8.268,1987,1991
Donegal,2144,KERRYKEEL (SHORE ROAD),6,221400,434300,55.153,-7.659,2002,2004
Donegal,1044,KERRYKEEL G.S.,23,221400,432300,55.136,-7.658,1950,1991
Donegal,2140,KILCAR (FOR.STN.),195,166500,379800,54.659,-8.518,1967,1976
Donegal,2340,KILCAR_Cronasillagh,128,164935,377300,54.639,-8.54,1976,
Donegal,2241,KILCLOONEY MORE,27,171685,396140,54.807,-8.438,1995,
Donegal,1140,KILLYBEGS,15,171300,375800,54.624,-8.44,1950,1994
Donegal,2940,KILLYBEGS WATERWORKS,122,171000,378200,54.651,-8.45,1995,2002
Donegal,2042,KILLYGORDON-Ballyarrell,15,222220,393720,54.788,-7.653,1999,
Donegal,1543,KILMACRENNAN (MASSREAGH),49,213845,420170,55.024,-7.784,2002,
Donegal,743,KILMACRENNAN G.S.,44,214200,420200,55.024,-7.773,1950,1984
Donegal,2041,KINCASSLAGH,35,175385,419600,55.021,-8.385,1984,
Donegal,1744,KINDRUM,9,219100,442100,55.222,-7.7,1984,2001
Donegal,1243,LETTERKENNY (MAGHERENAN),9,219200,412000,54.953,-7.7,1978,2011
Donegal,443,LETTERKENNY G.S.,8,216700,410900,54.941,-7.737,1948,1972
Donegal,1043,LETTERKENNY-Dromore,20,220605,410955,54.941,-7.674,1970,
Donegal,242,LIFFORD (DIST.HOSP.),11,233200,398200,54.825,-7.483,1948,1953
Donegal,240,LOUGH ESKE (CLOGHER),223,201700,381100,54.673,-7.971,1953,1957
Donegal,1940,LOUGH ESKE (DRIMNACARRY),43,196700,381900,54.684,-8.051,1953,2008
Donegal,1840,LOUGH ESKE (EDERGOLE),94,197400,387000,54.725,-8.038,1953,2008
Donegal,2040,LOUGH ESKE (KEADUE),87,201100,383600,54.7,-7.983,1953,1982
Donegal,943,LOUGH SALT,259,212300,425600,55.073,-7.804,1968,1972
Donegal,1041,LOUGHANURE (VOC.SCH.),44,181300,398300,54.826,-8.287,1950,1965
Donegal,9941,M.DUNLEWY (CRYSTAL ROCK),427,194500,421300,55.037,-8.085,1948,1955
Donegal,9641,M.GLENTORNAN (GROGAN MORE),442,185700,418500,55.008,-8.221,1948,
Donegal,9741,M.GLENTORNAN (L.NABRUCKBADDY),366,186400,418400,55.008,-8.208,1948,
Donegal,9942,M.GREENCASTLE (CRAUGHAULIN MTN),320,262500,442000,55.219,-7.017,1948,
Donegal,9840,M.LOUGH ESKE (BROCKAHY),305,196900,388300,54.739,-8.042,1953,1994
Donegal,9640,M.LOUGH ESKE (BROCKAHY) II,183,197200,387700,54.736,-8.039,1994,2008
Donegal,9940,M.LOUGH ESKE (BURNS MTN.),274,194300,384200,54.703,-8.087,1953,
Donegal,9740,M.MOUNTCHARLES (MUNTERNESSE),34,184400,374900,54.62,-8.238,1975,1982
Donegal,9841,M.OWENEA (LOUGH SHIVNAGH),276,187400,391600,54.77,-8.191,1953,2013
Donegal,145,MALIN HEAD S.W.S.(OLD SITE),23,241900,458600,55.37,-7.337,1885,1975
Donegal,444,MILFORD (MULROY TERRACE),30,219200,426700,55.086,-7.7,1948,1960
Donegal,1144,MILFORD (VOC.SCH.),52,219200,427000,55.087,-7.7,1960,1984
Donegal,544,MILFORD G.S.,30,219300,426600,55.085,-7.692,1948,1991
Donegal,1444,MILFORD KILMACRENNAN ROAD,30,219200,426400,55.084,-7.693,1984,2003
Donegal,1040,MOUNTCHARLES (THE HALL),16,187600,376800,54.637,-8.188,1950,1971
Donegal,840,MOUNTCHARLES G.S.,91,187400,377500,54.641,-8.19,1948,1991
Donegal,545,Malin Head (manual),22,241900,458600,55.37,-7.337,1957,2010
Donegal,1575,Malin_head,20,241939,458562,55.372,-7.339,2009,
Donegal,843,NEWTOWNCUNNINGHAM G.S.,15,231500,416900,54.992,-7.505,1950,1984
Donegal,1841,OWENEA (GREENANS),76,187900,394100,54.79,-8.187,1981,2013
Donegal,1141,OWENEA (LIGNAGILLEW),93,187200,393500,54.787,-8.192,1953,1981
Donegal,2537,PETTIGO,88,210400,366400,54.541,-7.837,1950,1996
Donegal,1440,PETTIGO (MEENSHEEFIN),148,201600,370100,54.574,-7.972,1952,2000
Donegal,5337,PETTIGO (THE CROSS),64,208600,365400,54.535,-7.867,1997,2003
Donegal,5737,PETTIGO-Belault,72,207110,366685,54.542,-7.888,2004,
Donegal,1042,PETTIGO-Lough_Derg,146,209110,373145,54.604,-7.856,1952,
Donegal,2242,QUIGLEY'S POINT (THREE TREES),6,250090,429015,55.104,-7.21,2002,
Donegal,243,RAMELTON (LENNON BANK),21,222800,421500,55.037,-7.639,1948,1961
Donegal,1342,RAPHOE,70,226200,403000,54.871,-7.588,1966,1968
Donegal,2342,RAPHOE (TOPS),61,225805,400285,54.843,-7.593,2002,
Donegal,343,RATHMULLEN G.S.,6,229700,427600,55.09,-7.534,1948,1961
Donegal,199,RITCHIES BAY,0,172000,374000,54.608,-8.433,1993,
Donegal,344,ROSAPENNA HOTEL,9,211100,437700,55.185,-7.822,1949,1962
Donegal,1343,SPEENOGE (GRIANAN ESTATE),5,235800,421700,55.038,-7.437,1961,1990
Donegal,442,STRANORLAR (VOC.SCH.),21,214500,395000,54.802,-7.772,1948,1982
Donegal,1242,STRANORLAR-Cavan_Lower,27,217525,395245,54.803,-7.724,1965,
Donegal,1143,TERMON (GOLDRUM),152,212285,423820,55.057,-7.805,1972,
Donegal,5237,finner,45,184200,360400,54.488,-8.237,1996,2011
